x,y,STATION_NAME,CLIMATE_IDENTIFIER,ID,LOCAL_DATE,PROVINCE_CODE,LOCAL_YEAR,LOCAL_MONTH,LOCAL_DAY,MEAN_TEMPERATURE,MEAN_TEMPERATURE_FLAG,MIN_TEMPERATURE,MIN_TEMPERATURE_FLAG,MAX_TEMPERATURE,MAX_TEMPERATURE_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,TOTAL_RAIN,TOTAL_RAIN_FLAG,TOTAL_SNOW,TOTAL_SNOW_FLAG,SNOW_ON_GROUND,SNOW_ON_GROUND_FLAG,DIRECTION_MAX_GUST,DIRECTION_MAX_GUST_FLAG,SPEED_MAX_GUST,SPEED_MAX_GUST_FLAG,COOLING_DEGREE_DAYS,COOLING_DEGREE_DAYS_FLAG,HEATING_DEGREE_DAYS,HEATING_DEGREE_DAYS_FLAG,MIN_REL_HUMIDITY,MIN_REL_HUMIDITY_FLAG,MAX_REL_HUMIDITY,MAX_REL_HUMIDITY_FLAG
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.1,2022-01-01 00:00:00,ON,2022,1,1,1.8,,-1.8,,5.3,,1.6,,,,,,,,5,,46,,0,,16.2,,74,,99,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.2,2022-01-02 00:00:00,ON,2022,1,2,-6.1,,-10.3,,-1.8,,0.2,,,,,,,,32,,59,,0,,24.1,,51,,83,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.3,2022-01-03 00:00:00,ON,2022,1,3,-7.8,,-12.3,,-3.3,,0,,,,,,,,22,,46,,0,,25.8,,50,,72,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.4,2022-01-04 00:00:00,ON,2022,1,4,-0.8,,-4.9,,3.3,,0,,,,,,,,23,,42,,0,,18.8,,60,,77,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.5,2022-01-05 00:00:00,ON,2022,1,5,0.3,,-4.2,,4.8,,0,,,,,,,,24,,68,,0,,17.7,,56,,89,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.6,2022-01-06 00:00:00,ON,2022,1,6,-3.5,,-6.1,,-0.9,,0,,,,,,,,25,,63,,0,,21.5,,60,,76,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.7,2022-01-07 00:00:00,ON,2022,1,7,-7.9,,-11.3,,-4.4,,0,,,,,,,,27,,54,,0,,25.9,,49,,78,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.8,2022-01-08 00:00:00,ON,2022,1,8,-5.3,,-12.7,,2.1,,0.2,,,,,,,,21,,54,,0,,23.3,,53,,87,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.9,2022-01-09 00:00:00,ON,2022,1,9,-1.1,,-6.5,,4.3,,0,,,,,,,,31,,72,,0,,19.1,,50,,96,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.10,2022-01-10 00:00:00,ON,2022,1,10,-11.4,,-17.1,,-5.7,,0,,,,,,,,26,,63,,0,,29.4,,50,,70,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.11,2022-01-11 00:00:00,ON,2022,1,11,-10.1,,-19.2,,-0.9,,0,,,,,,,,22,,63,,0,,28.1,,58,,85,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.12,2022-01-12 00:00:00,ON,2022,1,12,0.7,,-1,,2.3,,0,,,,,,,,21,,61,,0,,17.3,,63,,84,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.13,2022-01-13 00:00:00,ON,2022,1,13,0.3,,-0.8,,1.3,,0,,,,,,,,,M,,M,0,,17.7,,68,,95,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.14,2022-01-14 00:00:00,ON,2022,1,14,-8.9,,-17.7,,-0.1,,0,,,,,,,,4,,54,,0,,26.9,,37,,67,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.15,2022-01-15 00:00:00,ON,2022,1,15,-15.7,,-20,,-11.4,,0,,,,,,,,3,,45,,0,,33.7,,35,,79,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.16,2022-01-16 00:00:00,ON,2022,1,16,-5.7,,-11.8,,0.4,,2.5,,,,,,,,7,,42,,0,,23.7,,35,,95,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.17,2022-01-17 00:00:00,ON,2022,1,17,-3.1,,-4.5,,-1.7,,15.1,,,,,,,,32,,67,,0,,21.1,,61,,93,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.18,2022-01-18 00:00:00,ON,2022,1,18,-4.4,,-9.4,,0.6,,0.2,,,,,,,,21,,46,,0,,22.4,,58,,90,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.19,2022-01-19 00:00:00,ON,2022,1,19,-1.4,,-7.2,,4.5,,0,,,,,,,,21,,59,,0,,19.4,,54,,86,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.20,2022-01-20 00:00:00,ON,2022,1,20,-11.6,,-16,,-7.2,,0,,,,,,,,31,,54,,0,,29.6,,51,,70,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.21,2022-01-21 00:00:00,ON,2022,1,21,-13.1,,-17.7,,-8.4,,0,,,,,,,,5,,39,,0,,31.1,,52,,82,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.22,2022-01-22 00:00:00,ON,2022,1,22,-8.8,,-14.4,,-3.2,,0,,,,,,,,20,,58,,0,,26.8,,68,,88,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.23,2022-01-23 00:00:00,ON,2022,1,23,-8.3,,-13.5,,-3.1,,0,,,,,,,,24,,50,,0,,26.3,,52,,76,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.24,2022-01-24 00:00:00,ON,2022,1,24,-8.6,,-13.9,,-3.3,,0.6,,,,,,,,20,,39,,0,,26.6,,61,,90,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.25,2022-01-25 00:00:00,ON,2022,1,25,-8.9,,-12.5,,-5.2,,0,,,,,,,,30,,46,,0,,26.9,,45,,77,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.26,2022-01-26 00:00:00,ON,2022,1,26,-10.7,,-13.8,,-7.5,,0,,,,,,,,24,,46,,0,,28.7,,61,,83,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.27,2022-01-27 00:00:00,ON,2022,1,27,-5.2,,-7.7,,-2.6,,0,,,,,,,,21,,59,,0,,23.2,,70,,82,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.28,2022-01-28 00:00:00,ON,2022,1,28,-9.3,,-15.6,,-2.9,,0,,,,,,,,32,,54,,0,,27.3,,37,,68,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.29,2022-01-29 00:00:00,ON,2022,1,29,-13.4,,-17.1,,-9.6,,0,,,,,,,,5,,37,,0,,31.4,,26,,61,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.30,2022-01-30 00:00:00,ON,2022,1,30,-8.2,,-12.1,,-4.3,,0,,,,,,,,,M,,M,0,,26.2,,52,,68,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.1.31,2022-01-31 00:00:00,ON,2022,1,31,-3.1,,-5.5,,-0.6,,0,,,,,,,,,M,,M,0,,21.1,,53,,74,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.2.1,2022-02-01 00:00:00,ON,2022,2,1,0.9,,-2.2,,3.9,,0,,,,,,,,,M,,M,0,,17.1,,58,,83,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.2.2,2022-02-02 00:00:00,ON,2022,2,2,1.1,,-2.1,,4.2,,9.6,,,,,,,,32,,50,,0,,16.9,,66,,97,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.2.3,2022-02-03 00:00:00,ON,2022,2,3,-5.4,,-9.1,,-1.7,,1,,,,,,,,32,,48,,0,,23.4,,61,,84,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.2.4,2022-02-04 00:00:00,ON,2022,2,4,-10.2,,-11.8,,-8.6,,0.2,,,,,,,,4,,42,,0,,28.2,,60,,79,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.2.5,2022-02-05 00:00:00,ON,2022,2,5,-9.9,,-13.5,,-6.2,,0,,,,,,,,31,,37,,0,,27.9,,40,,61,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.2.6,2022-02-06 00:00:00,ON,2022,2,6,-2.9,,-6.2,,0.5,,0,,,,,,,,20,,54,,0,,20.9,,59,,76,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.2.7,2022-02-07 00:00:00,ON,2022,2,7,1,,-0.4,,2.4,,0,,,,,,,,23,,41,,0,,17,,70,,83,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.2.8,2022-02-08 00:00:00,ON,2022,2,8,-1.7,,-3.6,,0.2,,0,,,,,,,,28,,48,,0,,19.7,,58,,84,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.2.9,2022-02-09 00:00:00,ON,2022,2,9,0.6,,-2.9,,4,,0,,,,,,,,20,,41,,0,,17.4,,72,,87,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.2.10,2022-02-10 00:00:00,ON,2022,2,10,1.5,,0.3,,2.6,,0,,,,,,,,29,,61,,0,,16.5,,65,,93,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.2.11,2022-02-11 00:00:00,ON,2022,2,11,1.9,,0,,3.7,,2.5,,,,,,,,22,,52,,0,,16.1,,68,,94,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.2.12,2022-02-12 00:00:00,ON,2022,2,12,-4.8,,-12.2,,2.6,,0.2,,,,,,,,31,,63,,0,,22.8,,54,,93,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.2.13,2022-02-13 00:00:00,ON,2022,2,13,-11.5,,-14.1,,-8.9,,0,,,,,,,,3,,32,,0,,29.5,,43,,69,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.2.14,2022-02-14 00:00:00,ON,2022,2,14,-11.4,,-14.6,,-8.2,,0,,,,,,,,30,,42,,0,,29.4,,36,,65,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.2.15,2022-02-15 00:00:00,ON,2022,2,15,-5.7,,-9,,-2.4,,0,,,,,,,,28,,46,,0,,23.7,,48,,74,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.2.16,2022-02-16 00:00:00,ON,2022,2,16,2.2,,-2.6,,7,,0,,,,,,,,22,,48,,0,,15.8,,63,,83,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.2.17,2022-02-17 00:00:00,ON,2022,2,17,2.3,,-3.7,,8.3,,34.3,,,,,,,,32,,52,,0,,15.7,,74,,99,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.2.18,2022-02-18 00:00:00,ON,2022,2,18,-6,,-9.7,,-2.2,,1,,,,,,,,22,,76,,0,,24,,53,,85,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.2.19,2022-02-19 00:00:00,ON,2022,2,19,-4.3,,-8.2,,-0.4,,0,,,,,,,,31,,87,,0,,22.3,,48,,93,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.2.20,2022-02-20 00:00:00,ON,2022,2,20,-1,,-7.1,,5.2,,0,,,,,,,,21,,63,,0,,19,,54,,84,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.2.21,2022-02-21 00:00:00,ON,2022,2,21,2.4,,0,,4.8,,0,,,,,,,,6,,65,,0,,15.6,,62,,85,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.2.22,2022-02-22 00:00:00,ON,2022,2,22,3.2,,0,,6.4,,8.9,,,,,,,,6,,58,,0,,14.8,,78,,99,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.2.23,2022-02-23 00:00:00,ON,2022,2,23,-0.2,,-9,,8.6,,0,,,,,,,,28,,74,,0,,18.2,,49,,79,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.2.24,2022-02-24 00:00:00,ON,2022,2,24,-7,,-9.8,,-4.1,,0,,,,,,,,5,,71,,0,,25,,53,,71,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.2.25,2022-02-25 00:00:00,ON,2022,2,25,-7.1,,-9.6,,-4.6,,0.6,,,,,,,,5,,68,,0,,25.1,,60,,85,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.2.26,2022-02-26 00:00:00,ON,2022,2,26,-5.6,,-9.9,,-1.3,,0,,,,,,,,24,,58,,0,,23.6,,59,,82,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.2.27,2022-02-27 00:00:00,ON,2022,2,27,-2.7,,-6.5,,1.2,,0,,,,,,,,29,,67,,0,,20.7,,42,,75,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.2.28,2022-02-28 00:00:00,ON,2022,2,28,-6.2,,-10.1,,-2.3,,0,,,,,,,,6,,46,,0,,24.2,,39,,72,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.1,2022-03-01 00:00:00,ON,2022,3,1,1.4,,-2.3,,5,,0,,,,,,,,8,,50,,0,,16.6,,60,,77,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.2,2022-03-02 00:00:00,ON,2022,3,2,0.1,,-3.6,,3.7,,0.2,,,,,,,,32,,71,,0,,17.9,,53,,94,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.3,2022-03-03 00:00:00,ON,2022,3,3,-6.2,,-8.7,,-3.6,,0,,,,,,,,32,,63,,0,,24.2,,38,,67,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.4,2022-03-04 00:00:00,ON,2022,3,4,-2.9,,-7.7,,2,,0,,,,,,,,28,,46,,0,,20.9,,34,,72,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.5,2022-03-05 00:00:00,ON,2022,3,5,0,,-2.7,,2.7,,0,,,,,,,,6,,63,,0,,18,,60,,86,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.6,2022-03-06 00:00:00,ON,2022,3,6,8.9,,1.9,,15.8,,2.3,,,,,,,,28,,78,,0,,9.1,,54,,97,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.7,2022-03-07 00:00:00,ON,2022,3,7,1.7,,-0.6,,4,,4,,,,,,,,30,,55,,0,,16.3,,68,,94,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.8,2022-03-08 00:00:00,ON,2022,3,8,0.6,,-2.1,,3.2,,0,,,,,,,,30,,42,,0,,17.4,,46,,79,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.9,2022-03-09 00:00:00,ON,2022,3,9,1.8,,-0.2,,3.8,,0,,,,,,,,23,,41,,0,,16.2,,60,,83,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.10,2022-03-10 00:00:00,ON,2022,3,10,1.1,,-1.4,,3.6,,0,,,,,,,,33,,39,,0,,16.9,,50,,76,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.11,2022-03-11 00:00:00,ON,2022,3,11,-1.1,,-2.4,,0.2,,2.9,,,,,,,,30,,46,,0,,19.1,,66,,97,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.12,2022-03-12 00:00:00,ON,2022,3,12,-4.9,,-7.6,,-2.1,,0,,,,,,,,31,,80,,0,,22.9,,44,,77,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.13,2022-03-13 00:00:00,ON,2022,3,13,-3.9,,-8.8,,1,,0,,,,,,,,21,,58,,0,,21.9,,65,,86,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.14,2022-03-14 00:00:00,ON,2022,3,14,0.8,,-2.8,,4.4,,0,,,,,,,,,M,,M,0,,17.2,,72,,91,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.15,2022-03-15 00:00:00,ON,2022,3,15,1.8,,0.4,,3.1,,9.1,,,,,,,,4,,33,,0,,16.2,,83,,98,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.16,2022-03-16 00:00:00,ON,2022,3,16,0.9,,0,,1.7,,0,,,,,,,,4,,35,,0,,17.1,,97,,99,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.17,2022-03-17 00:00:00,ON,2022,3,17,5.2,,0.3,,10.1,,0,,,,,,,,,M,,M,0,,12.8,,72,,100,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.18,2022-03-18 00:00:00,ON,2022,3,18,7.6,,2.6,,12.6,,0,,,,,,,,5,,55,,0,,10.4,,58,,92,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.19,2022-03-19 00:00:00,ON,2022,3,19,5.3,,4,,6.6,,6.3,,,,,,,,6,,50,,0,,12.7,,85,,98,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.20,2022-03-20 00:00:00,ON,2022,3,20,7.7,,2.8,,12.6,,0.4,,,,,,,,32,,59,,0,,10.3,,26,,90,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.21,2022-03-21 00:00:00,ON,2022,3,21,7.9,,1.8,,13.9,,0,,,,,,,,31,,59,,0,,10.1,,34,,76,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.22,2022-03-22 00:00:00,ON,2022,3,22,2.3,,0.2,,4.3,,0,,,,,,,,5,,45,,0,,15.7,,26,,72,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.23,2022-03-23 00:00:00,ON,2022,3,23,2.6,,1.5,,3.7,,19.9,,,,,,,,6,,84,,0,,15.4,,60,,95,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.24,2022-03-24 00:00:00,ON,2022,3,24,5.6,,3.1,,8,,0,,,,,,,,5,,50,,0,,12.4,,79,,97,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.25,2022-03-25 00:00:00,ON,2022,3,25,4.2,,2.3,,6.1,,0,,,,,,,,30,,48,,0,,13.8,,67,,95,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.26,2022-03-26 00:00:00,ON,2022,3,26,3.6,,-0.1,,7.2,,1,,,,,,,,30,,61,,0,,14.4,,61,,96,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.27,2022-03-27 00:00:00,ON,2022,3,27,-3.7,,-7.2,,-0.1,,0.2,,,,,,,,31,,76,,0,,21.7,,49,,90,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.28,2022-03-28 00:00:00,ON,2022,3,28,-7.1,,-9.7,,-4.4,,0,,,,,,,,31,,68,,0,,25.1,,42,,71,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.29,2022-03-29 00:00:00,ON,2022,3,29,-2.3,,-6.6,,2,,0,,,,,,,,31,,42,,0,,20.3,,24,,73,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.30,2022-03-30 00:00:00,ON,2022,3,30,1.5,,-2.1,,5,,2.2,,,,,,,,7,,65,,0,,16.5,,48,,88,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.3.31,2022-03-31 00:00:00,ON,2022,3,31,8.2,,4,,12.4,,0.4,,,,,,,,22,,61,,0,,9.8,,63,,87,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.4.1,2022-04-01 00:00:00,ON,2022,4,1,1.8,,-0.5,,4.1,,0.6,,,,,,,,31,,63,,0,,16.2,,55,,92,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.4.2,2022-04-02 00:00:00,ON,2022,4,2,2,,-1.2,,5.2,,0,,,,,,,,,M,,M,0,,16,,53,,80,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.4.3,2022-04-03 00:00:00,ON,2022,4,3,4.3,,1.3,,7.3,,0,,,,,,,,32,,58,,0,,13.7,,53,,82,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.4.4,2022-04-04 00:00:00,ON,2022,4,4,3.5,,-0.5,,7.4,,0,,,,,,,,33,,35,,0,,14.5,,57,,83,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.4.5,2022-04-05 00:00:00,ON,2022,4,5,6.9,,3.5,,10.3,,1,,,,,,,,5,,65,,0,,11.1,,52,,91,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.4.6,2022-04-06 00:00:00,ON,2022,4,6,8,,6.3,,9.7,,5.5,,,,,,,,5,,65,,0,,10,,56,,99,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.4.7,2022-04-07 00:00:00,ON,2022,4,7,8,,4.3,,11.7,,2.1,,,,,,,,5,,41,,0,,10,,71,,99,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.4.8,2022-04-08 00:00:00,ON,2022,4,8,5.5,,2.8,,8.2,,0.4,,,,,,,,21,,45,,0,,12.5,,60,,94,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.4.9,2022-04-09 00:00:00,ON,2022,4,9,5.2,,2.2,,8.1,,0.5,,,,,,,,28,,45,,0,,12.8,,60,,96,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.4.10,2022-04-10 00:00:00,ON,2022,4,10,5.7,,1.4,,9.9,,,M,,,,,,,30,,58,,0,,12.3,,41,,82,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.4.11,2022-04-11 00:00:00,ON,2022,4,11,4.9,,0.7,,9.1,,0.4,,,,,,,,6,,50,,0,,13.1,,67,,92,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.4.12,2022-04-12 00:00:00,ON,2022,4,12,10.3,,5.7,,14.8,,0,,,,,,,,31,,41,,0,,7.7,,22,,71,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.4.13,2022-04-13 00:00:00,ON,2022,4,13,9.6,,7.6,,11.6,,2.9,,,,,,,,6,,48,,0,,8.4,,55,,98,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.4.14,2022-04-14 00:00:00,ON,2022,4,14,9.8,,5.6,,14,,0.2,,,,,,,,31,,61,,0,,8.2,,27,,98,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.4.15,2022-04-15 00:00:00,ON,2022,4,15,8.3,,4.5,,12,,0.7,,,,,,,,25,,91,,0,,9.7,,45,,84,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.4.16,2022-04-16 00:00:00,ON,2022,4,16,4,,0.9,,7.1,,,M,,,,,,,30,,59,,0,,14,,39,,74,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.4.17,2022-04-17 00:00:00,ON,2022,4,17,4.2,,-0.1,,8.5,,0,,,,,,,,30,,55,,0,,13.8,,33,,85,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.4.18,2022-04-18 00:00:00,ON,2022,4,18,3,,0.3,,5.6,,11.7,,,,,,,,6,,65,,0,,15,,57,,98,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.4.19,2022-04-19 00:00:00,ON,2022,4,19,4.6,,2.1,,7,,2,,,,,,,,30,,78,,0,,13.4,,61,,89,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.4.20,2022-04-20 00:00:00,ON,2022,4,20,6,,2.7,,9.3,,0,,,,,,,,32,,46,,0,,12,,48,,76,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.4.21,2022-04-21 00:00:00,ON,2022,4,21,10.5,,4.8,,16.1,,4.7,,,,,,,,27,,54,,0,,7.5,,53,,97,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.4.22,2022-04-22 00:00:00,ON,2022,4,22,7.3,,4.1,,10.4,,0,,,,,,,,31,,37,,0,,10.7,,56,,82,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.4.23,2022-04-23 00:00:00,ON,2022,4,23,7.5,,5.9,,9,,0,,,,,,,,4,,68,,0,,10.5,,62,,81,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.4.24,2022-04-24 00:00:00,ON,2022,4,24,9.9,,7,,12.7,,0,,,,,,,,6,,68,,0,,8.1,,63,,87,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.4.25,2022-04-25 00:00:00,ON,2022,4,25,10.8,,6.2,,15.4,,10.4,,,,,,,,29,,55,,0,,7.2,,72,,99,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.4.26,2022-04-26 00:00:00,ON,2022,4,26,7,,2.7,,11.2,,1.6,,,,,,,,31,,54,,0,,11,,59,,89,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.4.27,2022-04-27 00:00:00,ON,2022,4,27,3.1,,0.7,,5.5,,0,,,,,,,,30,,58,,0,,14.9,,48,,82,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.4.28,2022-04-28 00:00:00,ON,2022,4,28,5.4,,-0.3,,11,,0,,,,,,,,30,,54,,0,,12.6,,17,,68,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.4.29,2022-04-29 00:00:00,ON,2022,4,29,6.5,,2.3,,10.6,,0,,,,,,,,33,,37,,0,,11.5,,26,,69,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.4.30,2022-04-30 00:00:00,ON,2022,4,30,9,,6.2,,11.8,,0,,,,,,,,4,,45,,0,,9,,28,,56,
-79.39611111111111,43.6275,TORONTO CITY CENTRE,6158359,6158359.2022.5.1,2022-05-01 00:00:00,ON,2022,5,1,7.9,,6.1,,9.7,,1.4,,,,,,,,6,,61,,0,,10.1,,53,,96,
